rel_pkl,source_chunk_idx,target_side_x_m
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,64,-0.267954
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,65,-0.272675
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,66,-0.27201
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,69,-0.244718
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,70,-0.231601
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,71,-0.214975
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,72,-0.196105
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,73,-0.176967
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,74,-0.158974
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,75,-0.144703
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,76,-0.134942
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,77,-0.129297
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,78,-0.127758
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,79,-0.129735
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,81,-0.140156
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,82,-0.147049
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,83,-0.157431
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,84,-0.171434
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,89,-0.255749
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,90,-0.267875
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,91,-0.275332
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,92,-0.277144
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,93,-0.274496
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,94,-0.267163
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,95,-0.255449
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,96,-0.240102
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,97,-0.221844
BMLmovi/Subject_31_F_MoSh/Subject_31_F_5.pkl,98,-0.201428
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,55,-0.22438
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,56,-0.244107
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,57,-0.258475
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,58,-0.265849
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,59,-0.26655
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,60,-0.26279
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,61,-0.255438
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,62,-0.244496
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,63,-0.230207
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,64,-0.212192
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,65,-0.188325
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,66,-0.161024
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,67,-0.137534
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,68,-0.120384
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,69,-0.108224
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,72,-0.102319
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,73,-0.106309
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,74,-0.11247
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,75,-0.121313
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,76,-0.133533
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,77,-0.150901
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,78,-0.172894
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,79,-0.197749
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,80,-0.224157
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,81,-0.248605
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,82,-0.268772
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,83,-0.281874
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,84,-0.288624
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,85,-0.289688
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,86,-0.286002
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,87,-0.278205
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,88,-0.2668
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,89,-0.251497
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,90,-0.231694
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,91,-0.207664
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,92,-0.178884
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,93,-0.149745
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,94,-0.124146
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,95,-0.104446
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,96,-0.090912
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,97,-0.083015
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,98,-0.078781
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,110,-0.236785
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,113,-0.330721
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,114,-0.350068
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,115,-0.361866
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,116,-0.365881
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,117,-0.363883
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,118,-0.356893
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,119,-0.345385
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,120,-0.330436
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,121,-0.310076
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,122,-0.283103
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,123,-0.250542
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,124,-0.214716
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,125,-0.182857
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,126,-0.1578
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,127,-0.13756
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,128,-0.123348
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,129,-0.113932
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,130,-0.108018
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,131,-0.104772
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,142,-0.285922
BMLmovi/Subject_32_F_MoSh/Subject_32_F_5.pkl,143,-0.3047
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,15,-0.289843
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,16,-0.274395
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,17,-0.253873
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,18,-0.230177
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,19,-0.207809
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,20,-0.194048
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,21,-0.188721
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,22,-0.190681
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,23,-0.198571
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,30,-0.343566
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,31,-0.35781
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,32,-0.364983
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,33,-0.365474
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,34,-0.360351
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,35,-0.351132
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,36,-0.338532
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,37,-0.322573
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,38,-0.301496
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,39,-0.273961
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,40,-0.242159
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,41,-0.209958
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,42,-0.183331
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,43,-0.165432
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,44,-0.154308
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,45,-0.149795
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,46,-0.150763
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,47,-0.155293
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,48,-0.16345
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,49,-0.174649
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,50,-0.189457
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,51,-0.204931
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,84,0.346714
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,107,0.319016
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,108,0.283357
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,109,0.253415
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,110,0.232566
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,111,0.219244
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,112,0.213835
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,113,0.215759
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,168,-0.338114
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,169,-0.376174
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,170,-0.402811
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,171,-0.420431
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,172,-0.429033
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,173,-0.429908
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,174,-0.424927
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,175,-0.414894
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,176,-0.400331
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,177,-0.380935
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,186,-0.223793
BMLmovi/Subject_34_F_MoSh/Subject_34_F_10.pkl,187,-0.235557
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,53,0.209094
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,54,0.180629
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,55,0.149357
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,56,0.11744
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,57,0.087611
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,58,0.060649
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,77,-0.372876
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,78,-0.362611
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,79,-0.348979
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,80,-0.331999
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,81,-0.311772
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,82,-0.289034
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,83,-0.265474
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,109,-0.329015
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,110,-0.306298
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,111,-0.280866
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,112,-0.256122
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,113,-0.235207
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,114,-0.217714
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,115,-0.203554
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,116,-0.191922
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,117,-0.182952
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,118,-0.178655
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,119,-0.177157
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,120,-0.178158
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,121,-0.179881
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,122,-0.182222
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,123,-0.185923
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,124,-0.192436
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,125,-0.202621
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,131,-0.32709
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,132,-0.339918
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,133,-0.347963
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,134,-0.35158
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,135,-0.350327
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,136,-0.344519
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,137,-0.334428
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,138,-0.320422
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,139,-0.303349
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,140,-0.283884
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,141,-0.263525
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,142,-0.242923
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,143,-0.225135
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,144,-0.21035
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,145,-0.198595
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,146,-0.189096
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,147,-0.182605
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,148,-0.1797
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,149,-0.179946
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,197,0.281271
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,198,0.2573
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,199,0.237571
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,200,0.221556
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,201,0.209937
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,230,0.203883
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,231,0.18084
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,232,0.159508
BMLmovi/Subject_35_F_MoSh/Subject_35_F_20.pkl,233,0.140625
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,0,-0.072391
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,1,-0.097564
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,2,-0.126856
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,3,-0.158727
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,4,-0.190904
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,5,-0.219988
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,6,-0.243376
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,7,-0.26145
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,8,-0.275675
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,9,-0.284448
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,10,-0.287593
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,11,-0.286414
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,12,-0.281864
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,13,-0.273014
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,14,-0.261494
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,15,-0.248169
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,16,-0.232573
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,17,-0.216825
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,18,-0.20586
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,19,-0.200694
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,20,-0.199853
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,21,-0.204293
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,33,-0.430366
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,34,-0.425655
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,35,-0.413889
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,36,-0.396422
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,37,-0.372471
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,38,-0.342499
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,39,-0.30778
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,40,-0.269615
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,41,-0.230676
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,42,-0.193747
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,43,-0.159546
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,44,-0.128948
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,56,0.228563
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,57,0.267057
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,58,0.300562
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,59,0.324942
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,60,0.341682
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,61,0.351518
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,62,0.356017
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,63,0.355781
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,64,0.351918
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,65,0.343093
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,67,0.309593
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,68,0.286176
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,69,0.260448
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,70,0.237304
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,71,0.222563
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,72,0.213407
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,93,0.289326
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,94,0.269495
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,95,0.255825
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,96,0.247775
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,115,0.367808
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,116,0.335555
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,117,0.297596
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,118,0.257058
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,119,0.216493
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,135,-0.248095
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,136,-0.272585
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,137,-0.288801
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,138,-0.2993
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,139,-0.304556
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,140,-0.305176
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,141,-0.302519
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,142,-0.298689
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,143,-0.292293
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,144,-0.282587
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,145,-0.268815
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,146,-0.25136
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,147,-0.234343
BMLmovi/Subject_46_F_MoSh/Subject_46_F_14.pkl,151,-0.211058
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,60,0.133956
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,98,-0.313491
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,99,-0.319814
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,100,-0.320074
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,101,-0.315809
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,102,-0.308043
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,103,-0.296627
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,104,-0.282589
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,105,-0.265898
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,106,-0.247097
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,107,-0.223572
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,108,-0.199173
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,109,-0.179174
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,110,-0.164512
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,111,-0.15573
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,112,-0.152858
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,113,-0.155154
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,114,-0.161571
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,115,-0.170506
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,116,-0.18123
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,117,-0.194202
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,118,-0.210163
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,125,-0.314739
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,126,-0.309889
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,127,-0.301041
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,128,-0.287392
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,129,-0.268842
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,130,-0.245991
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,131,-0.220758
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,132,-0.196253
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,133,-0.17391
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,134,-0.154878
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,135,-0.136605
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,136,-0.121211
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,137,-0.110308
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,138,-0.102665
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,139,-0.098211
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,140,-0.097344
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,141,-0.099443
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,142,-0.103986
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,143,-0.110083
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,144,-0.116454
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,145,-0.125963
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,146,-0.140078
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,147,-0.159354
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,148,-0.184098
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,154,-0.308972
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,155,-0.308406
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,156,-0.303804
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,157,-0.29553
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,162,-0.200205
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,163,-0.175781
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,164,-0.154077
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,165,-0.135331
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,166,-0.121198
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,167,-0.111164
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,168,-0.103132
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,169,-0.096521
BMLmovi/Subject_50_F_MoSh/Subject_50_F_4.pkl,170,-0.092176
